row_index,sample_id,temperature,temperature_index,replicate_index,chain_index,chain_id,seed,initial_state,production_sweep_number,sample_index_within_chain,split_name,energy_per_spin,signed_magnetisation,absolute_magnetisation,acceptance_fraction
2967,d25_t09_r05_s017,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,720,17,test,-1.15,-0.23,0.23,0.24037500000000006
2968,d25_t09_r05_s018,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,760,18,test,-1.07,0.315,0.315,0.2574374999999999
2969,d25_t09_r05_s019,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,800,19,test,-1.32,0.675,0.675,0.23474999999999996
2970,d25_t09_r05_s020,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,840,20,test,-1.24,0.535,0.535,0.24662499999999993
2971,d25_t09_r05_s021,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,880,21,test,-1.37,0.42,0.42,0.2498125
2972,d25_t09_r05_s022,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,920,22,test,-1.3,0.405,0.405,0.2361875
2973,d25_t09_r05_s023,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,960,23,test,-1.33,0.58,0.58,0.1856875
2974,d25_t09_r05_s024,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1000,24,test,-1.39,0.745,0.745,0.17668749999999994
2975,d25_t09_r05_s025,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1040,25,test,-1.59,0.865,0.865,0.17337499999999997
2976,d25_t09_r05_s026,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1080,26,test,-1.59,0.765,0.765,0.13837499999999997
2977,d25_t09_r05_s027,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1120,27,test,-1.26,0.48,0.48,0.18468749999999995
2978,d25_t09_r05_s028,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1160,28,test,-1.37,0.545,0.545,0.22906250000000003
2979,d25_t09_r05_s029,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1200,29,test,-1.58,0.875,0.875,0.18662499999999996
2980,d25_t09_r05_s030,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1240,30,test,-1.44,0.655,0.655,0.19125000000000003
2981,d25_t09_r05_s031,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1280,31,test,-1.52,0.79,0.79,0.16731250000000003
2982,d25_t09_r05_s032,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1320,32,test,-1.29,0.69,0.69,0.16112500000000002
2983,d25_t09_r05_s033,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1360,33,test,-1.43,0.75,0.75,0.17350000000000002
2984,d25_t09_r05_s034,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1400,34,test,-1.24,0.45,0.45,0.191625
2985,d25_t09_r05_s035,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1440,35,test,-1.44,0.59,0.59,0.23125
2986,d25_t09_r05_s036,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1480,36,test,-1.58,0.86,0.86,0.16550000000000004
2987,d25_t09_r05_s037,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1520,37,test,-1.69,0.915,0.915,0.14806250000000004
2988,d25_t09_r05_s038,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1560,38,test,-1.43,0.685,0.685,0.184
2989,d25_t09_r05_s039,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1600,39,test,-1.57,0.775,0.775,0.18837500000000001
2990,d25_t09_r05_s040,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1640,40,test,-1.61,0.865,0.865,0.18237499999999998
2991,d25_t09_r05_s041,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1680,41,test,-1.61,0.865,0.865,0.18300000000000002
2992,d25_t09_r05_s042,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1720,42,test,-1.53,0.635,0.635,0.14862499999999998
2993,d25_t09_r05_s043,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1760,43,test,-1.4,0.69,0.69,0.18556250000000002
2994,d25_t09_r05_s044,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1800,44,test,-1.29,0.42,0.42,0.23099999999999993
2995,d25_t09_r05_s045,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1840,45,test,-1.55,0.84,0.84,0.22337500000000002
2996,d25_t09_r05_s046,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1880,46,test,-1.18,0.555,0.555,0.19006250000000002
2997,d25_t09_r05_s047,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1920,47,test,-1.54,0.825,0.825,0.22549999999999995
2998,d25_t09_r05_s048,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,1960,48,test,-1.43,0.5,0.5,0.19131250000000002
2999,d25_t09_r05_s049,2.269185314213022,9,5,59,ising2d_t09_r05_seed25099,25099,down,2000,49,test,-1.43,0.765,0.765,0.2243125
3000,d25_t10_r00_s000,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,40,0,train,-1.32,-0.615,0.615,0.22406250000000005
3001,d25_t10_r00_s001,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,80,1,train,-1.24,-0.66,0.66,0.21031249999999999
3002,d25_t10_r00_s002,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,120,2,train,-1.67,-0.885,0.885,0.1644375
3003,d25_t10_r00_s003,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,160,3,train,-1.47,-0.81,0.81,0.20806249999999996
3004,d25_t10_r00_s004,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,200,4,train,-1.51,-0.835,0.835,0.18731250000000002
3005,d25_t10_r00_s005,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,240,5,train,-1.45,-0.83,0.83,0.16343749999999999
3006,d25_t10_r00_s006,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,280,6,train,-1.39,-0.545,0.545,0.20868750000000005
3007,d25_t10_r00_s007,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,320,7,train,-1.21,-0.655,0.655,0.22375000000000003
3008,d25_t10_r00_s008,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,360,8,train,-1.15,-0.37,0.37,0.24968750000000012
3009,d25_t10_r00_s009,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,400,9,train,-1.25,-0.485,0.485,0.2621875000000001
3010,d25_t10_r00_s010,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,440,10,train,-1.62,-0.855,0.855,0.19375
3011,d25_t10_r00_s011,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,480,11,train,-1.47,-0.81,0.81,0.1888125
3012,d25_t10_r00_s012,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,520,12,train,-1.26,-0.705,0.705,0.18181250000000002
3013,d25_t10_r00_s013,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,560,13,train,-1.21,-0.425,0.425,0.24687499999999996
3014,d25_t10_r00_s014,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,600,14,train,-1.63,-0.86,0.86,0.1949375
3015,d25_t10_r00_s015,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,640,15,train,-1.27,-0.63,0.63,0.15075
3016,d25_t10_r00_s016,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,680,16,train,-1.43,-0.74,0.74,0.173125
3017,d25_t10_r00_s017,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,720,17,train,-1.2,-0.56,0.56,0.20250000000000004
3018,d25_t10_r00_s018,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,760,18,train,-1.4,-0.735,0.735,0.20918750000000003
3019,d25_t10_r00_s019,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,800,19,train,-1.51,-0.81,0.81,0.22131249999999997
3020,d25_t10_r00_s020,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,840,20,train,-1.64,-0.875,0.875,0.15493749999999995
3021,d25_t10_r00_s021,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,880,21,train,-1.25,-0.275,0.275,0.24987500000000007
3022,d25_t10_r00_s022,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,920,22,train,-1.25,-0.145,0.145,0.299125
3023,d25_t10_r00_s023,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,960,23,train,-1.23,-0.12,0.12,0.28506250000000016
3024,d25_t10_r00_s024,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1000,24,train,-1.24,0.07,0.07,0.27312500000000006
3025,d25_t10_r00_s025,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1040,25,train,-1.29,-0.02,0.02,0.25937499999999997
3026,d25_t10_r00_s026,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1080,26,train,-1.25,-0.17,0.17,0.274125
3027,d25_t10_r00_s027,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1120,27,train,-1.1,0.005,0.005,0.2731874999999999
3028,d25_t10_r00_s028,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1160,28,train,-1.32,0.485,0.485,0.29225
3029,d25_t10_r00_s029,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1200,29,train,-1.11,0.295,0.295,0.260625
3030,d25_t10_r00_s030,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1240,30,train,-1.13,0.27,0.27,0.2855625000000001
3031,d25_t10_r00_s031,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1280,31,train,-1.2,0.54,0.54,0.24
3032,d25_t10_r00_s032,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1320,32,train,-1.39,0.65,0.65,0.24037499999999995
3033,d25_t10_r00_s033,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1360,33,train,-1.27,0.31,0.31,0.254375
3034,d25_t10_r00_s034,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1400,34,train,-1.2,-0.375,0.375,0.24381250000000004
3035,d25_t10_r00_s035,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1440,35,train,-1.4,-0.79,0.79,0.21018749999999997
3036,d25_t10_r00_s036,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1480,36,train,-1.64,-0.88,0.88,0.17987499999999998
3037,d25_t10_r00_s037,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1520,37,train,-1.43,-0.76,0.76,0.16075000000000003
3038,d25_t10_r00_s038,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1560,38,train,-1.51,-0.71,0.71,0.21887500000000001
3039,d25_t10_r00_s039,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1600,39,train,-1.47,-0.29,0.29,0.21500000000000002
3040,d25_t10_r00_s040,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1640,40,train,-1.13,-0.125,0.125,0.2659375
3041,d25_t10_r00_s041,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1680,41,train,-1.3,-0.37,0.37,0.24443749999999995
3042,d25_t10_r00_s042,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1720,42,train,-1.29,-0.615,0.615,0.20643749999999997
3043,d25_t10_r00_s043,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1760,43,train,-1.17,-0.305,0.305,0.263
3044,d25_t10_r00_s044,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1800,44,train,-1.28,0.4,0.4,0.27306249999999993
3045,d25_t10_r00_s045,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1840,45,train,-1.61,0.84,0.84,0.21237500000000004
3046,d25_t10_r00_s046,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1880,46,train,-1.57,0.84,0.84,0.17574999999999996
3047,d25_t10_r00_s047,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1920,47,train,-1.6,0.77,0.77,0.16525000000000006
3048,d25_t10_r00_s048,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,1960,48,train,-1.44,0.73,0.73,0.19749999999999995
3049,d25_t10_r00_s049,2.29,10,0,60,ising2d_t10_r00_seed25010,25010,up,2000,49,train,-1.63,0.8,0.8,0.200875
3050,d25_t10_r01_s000,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,40,0,train,-1.77,-0.92,0.92,0.16049999999999998
3051,d25_t10_r01_s001,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,80,1,train,-1.23,-0.62,0.62,0.18362499999999995
3052,d25_t10_r01_s002,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,120,2,train,-1.55,-0.83,0.83,0.21287499999999998
3053,d25_t10_r01_s003,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,160,3,train,-1.34,-0.615,0.615,0.17618750000000002
3054,d25_t10_r01_s004,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,200,4,train,-1.31,-0.565,0.565,0.18124999999999997
3055,d25_t10_r01_s005,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,240,5,train,-1.39,-0.705,0.705,0.20074999999999998
3056,d25_t10_r01_s006,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,280,6,train,-1.31,-0.615,0.615,0.20399999999999996
3057,d25_t10_r01_s007,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,320,7,train,-1.61,-0.875,0.875,0.20974999999999996
3058,d25_t10_r01_s008,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,360,8,train,-1.61,-0.845,0.845,0.17662499999999998
3059,d25_t10_r01_s009,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,400,9,train,-1.35,-0.775,0.775,0.17262499999999997
3060,d25_t10_r01_s010,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,440,10,train,-1.29,-0.62,0.62,0.18931250000000005
3061,d25_t10_r01_s011,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,480,11,train,-1.7,-0.875,0.875,0.1719375
3062,d25_t10_r01_s012,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,520,12,train,-1.44,-0.73,0.73,0.16793749999999993
3063,d25_t10_r01_s013,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,560,13,train,-1.66,-0.87,0.87,0.15125000000000002
3064,d25_t10_r01_s014,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,600,14,train,-1.58,-0.76,0.76,0.19112499999999996
3065,d25_t10_r01_s015,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,640,15,train,-1.54,-0.75,0.75,0.224125
3066,d25_t10_r01_s016,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,680,16,train,-1.46,-0.73,0.73,0.19349999999999995
3067,d25_t10_r01_s017,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,720,17,train,-1.43,-0.705,0.705,0.1644375
3068,d25_t10_r01_s018,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,760,18,train,-1.46,-0.735,0.735,0.21400000000000002
3069,d25_t10_r01_s019,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,800,19,train,-1.61,-0.84,0.84,0.1821875
3070,d25_t10_r01_s020,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,840,20,train,-1.5,-0.82,0.82,0.155625
3071,d25_t10_r01_s021,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,880,21,train,-1.22,-0.37,0.37,0.193625
3072,d25_t10_r01_s022,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,920,22,train,-1.24,0.43,0.43,0.269125
3073,d25_t10_r01_s023,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,960,23,train,-1.49,0.62,0.62,0.23500000000000001
3074,d25_t10_r01_s024,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1000,24,train,-1.46,0.705,0.705,0.19168749999999996
3075,d25_t10_r01_s025,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1040,25,train,-1.73,0.92,0.92,0.17306249999999998
3076,d25_t10_r01_s026,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1080,26,train,-1.46,0.785,0.785,0.1570625
3077,d25_t10_r01_s027,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1120,27,train,-1.47,0.78,0.78,0.18968749999999993
3078,d25_t10_r01_s028,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1160,28,train,-1.57,0.77,0.77,0.18912500000000002
3079,d25_t10_r01_s029,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1200,29,train,-1.24,0.615,0.615,0.1966875
3080,d25_t10_r01_s030,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1240,30,train,-1.26,0.515,0.515,0.2105
3081,d25_t10_r01_s031,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1280,31,train,-1.4,0.55,0.55,0.2704375
3082,d25_t10_r01_s032,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1320,32,train,-1.28,0.205,0.205,0.2620625
3083,d25_t10_r01_s033,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1360,33,train,-1.17,0.205,0.205,0.2885000000000001
3084,d25_t10_r01_s034,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1400,34,train,-1.23,-0.225,0.225,0.25187499999999996
3085,d25_t10_r01_s035,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1440,35,train,-1.56,-0.79,0.79,0.20681249999999998
3086,d25_t10_r01_s036,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1480,36,train,-1.28,-0.425,0.425,0.2058125
3087,d25_t10_r01_s037,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1520,37,train,-1.59,-0.815,0.815,0.22524999999999995
3088,d25_t10_r01_s038,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1560,38,train,-1.54,-0.795,0.795,0.19349999999999998
3089,d25_t10_r01_s039,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1600,39,train,-1.61,-0.86,0.86,0.14168750000000002
3090,d25_t10_r01_s040,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1640,40,train,-1.28,-0.69,0.69,0.17362499999999997
3091,d25_t10_r01_s041,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1680,41,train,-1.59,-0.755,0.755,0.2130625
3092,d25_t10_r01_s042,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1720,42,train,-1.25,-0.545,0.545,0.24074999999999996
3093,d25_t10_r01_s043,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1760,43,train,-1.32,-0.7,0.7,0.2213125000000001
3094,d25_t10_r01_s044,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1800,44,train,-1.26,-0.535,0.535,0.2320625
3095,d25_t10_r01_s045,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1840,45,train,-1.48,-0.725,0.725,0.19150000000000006
3096,d25_t10_r01_s046,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1880,46,train,-1.4,-0.625,0.625,0.19262500000000002
3097,d25_t10_r01_s047,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1920,47,train,-1.27,-0.395,0.395,0.240875
3098,d25_t10_r01_s048,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,1960,48,train,-1.37,-0.775,0.775,0.205625
3099,d25_t10_r01_s049,2.29,10,1,61,ising2d_t10_r01_seed25028,25028,down,2000,49,train,-1.51,-0.795,0.795,0.19662499999999997
3100,d25_t10_r02_s000,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,40,0,validation,-1.44,0.83,0.83,0.20056250000000003
3101,d25_t10_r02_s001,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,80,1,validation,-1.2,0.185,0.185,0.2360624999999999
3102,d25_t10_r02_s002,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,120,2,validation,-1.23,0.42,0.42,0.2805625
3103,d25_t10_r02_s003,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,160,3,validation,-1.47,0.775,0.775,0.22518749999999993
3104,d25_t10_r02_s004,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,200,4,validation,-1.51,0.685,0.685,0.19449999999999998
3105,d25_t10_r02_s005,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,240,5,validation,-1.42,0.68,0.68,0.2055625
3106,d25_t10_r02_s006,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,280,6,validation,-1.51,0.83,0.83,0.204625
3107,d25_t10_r02_s007,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,320,7,validation,-1.41,0.645,0.645,0.1978125
3108,d25_t10_r02_s008,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,360,8,validation,-1.44,0.79,0.79,0.17331250000000004
3109,d25_t10_r02_s009,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,400,9,validation,-1.55,0.865,0.865,0.16943749999999996
3110,d25_t10_r02_s010,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,440,10,validation,-1.6,0.85,0.85,0.15668749999999995
3111,d25_t10_r02_s011,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,480,11,validation,-1.41,0.785,0.785,0.19931250000000003
3112,d25_t10_r02_s012,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,520,12,validation,-1.42,0.75,0.75,0.19968749999999996
3113,d25_t10_r02_s013,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,560,13,validation,-1.47,0.745,0.745,0.17493750000000002
3114,d25_t10_r02_s014,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,600,14,validation,-1.51,0.81,0.81,0.17268749999999997
3115,d25_t10_r02_s015,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,640,15,validation,-1.54,0.79,0.79,0.15975
3116,d25_t10_r02_s016,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,680,16,validation,-1.35,0.635,0.635,0.21231250000000004
3117,d25_t10_r02_s017,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,720,17,validation,-1.54,0.765,0.765,0.21350000000000008
3118,d25_t10_r02_s018,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,760,18,validation,-1.68,0.88,0.88,0.15568750000000003
3119,d25_t10_r02_s019,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,800,19,validation,-1.47,0.775,0.775,0.16643750000000004
3120,d25_t10_r02_s020,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,840,20,validation,-1.38,0.72,0.72,0.21493749999999995
3121,d25_t10_r02_s021,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,880,21,validation,-1.27,0.555,0.555,0.1694375
3122,d25_t10_r02_s022,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,920,22,validation,-1.49,0.61,0.61,0.23293749999999994
3123,d25_t10_r02_s023,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,960,23,validation,-1.3,0.37,0.37,0.20987499999999998
3124,d25_t10_r02_s024,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1000,24,validation,-1.27,0.445,0.445,0.23581249999999992
3125,d25_t10_r02_s025,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1040,25,validation,-1.29,0.505,0.505,0.20775000000000002
3126,d25_t10_r02_s026,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1080,26,validation,-1.24,0.54,0.54,0.23218750000000007
3127,d25_t10_r02_s027,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1120,27,validation,-1.59,0.84,0.84,0.18075000000000002
3128,d25_t10_r02_s028,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1160,28,validation,-1.57,0.84,0.84,0.13737500000000002
3129,d25_t10_r02_s029,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1200,29,validation,-1.16,0.235,0.235,0.2388125
3130,d25_t10_r02_s030,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1240,30,validation,-1.29,-0.06,0.06,0.2878125
3131,d25_t10_r02_s031,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1280,31,validation,-1.26,-0.39,0.39,0.25799999999999995
3132,d25_t10_r02_s032,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1320,32,validation,-1.32,-0.345,0.345,0.2626875
3133,d25_t10_r02_s033,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1360,33,validation,-1.17,-0.47,0.47,0.27281250000000007
3134,d25_t10_r02_s034,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1400,34,validation,-1.37,-0.745,0.745,0.20968750000000003
3135,d25_t10_r02_s035,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1440,35,validation,-1.41,-0.575,0.575,0.23600000000000007
3136,d25_t10_r02_s036,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1480,36,validation,-1.2,-0.345,0.345,0.29162500000000013
3137,d25_t10_r02_s037,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1520,37,validation,-1.3,-0.505,0.505,0.27337500000000003
3138,d25_t10_r02_s038,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1560,38,validation,-1.43,-0.735,0.735,0.21000000000000005
3139,d25_t10_r02_s039,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1600,39,validation,-1.53,-0.815,0.815,0.16775
3140,d25_t10_r02_s040,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1640,40,validation,-1.16,-0.525,0.525,0.14587499999999998
3141,d25_t10_r02_s041,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1680,41,validation,-1.48,-0.735,0.735,0.22762499999999997
3142,d25_t10_r02_s042,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1720,42,validation,-1.51,-0.815,0.815,0.1645
3143,d25_t10_r02_s043,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1760,43,validation,-1.07,-0.575,0.575,0.209
3144,d25_t10_r02_s044,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1800,44,validation,-1.34,-0.725,0.725,0.211375
3145,d25_t10_r02_s045,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1840,45,validation,-1.09,0.105,0.105,0.2623749999999999
3146,d25_t10_r02_s046,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1880,46,validation,-1.23,0.245,0.245,0.2577499999999999
3147,d25_t10_r02_s047,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1920,47,validation,-1.28,0.23,0.23,0.2600625000000001
3148,d25_t10_r02_s048,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,1960,48,validation,-1.15,0.25,0.25,0.2715000000000001
3149,d25_t10_r02_s049,2.29,10,2,62,ising2d_t10_r02_seed25046,25046,up,2000,49,validation,-1.12,-0.16,0.16,0.305125
3150,d25_t10_r03_s000,2.29,10,3,63,ising2d_t10_r03_seed25064,25064,down,40,0,validation,-1.58,-0.88,0.88,0.18875000000000003
3151,d25_t10_r03_s001,2.29,10,3,63,ising2d_t10_r03_seed25064,25064,down,80,1,validation,-1.35,-0.61,0.61,0.18562499999999998
